fold,sample_index,tissue_label,class_id,split
2,1049,Adrenal_gland,0,train
2,77,Breast,3,train
2,1939,HeadNeck,7,train
2,1750,Colon,5,train
3,843,Kidney,8,val
3,1979,Esophagus,6,train
2,1587,Colon,5,val
1,638,Breast,3,train
3,1386,Colon,5,train
1,460,Breast,3,train
3,1034,Thyroid,17,train
3,1573,Bladder,2,test
3,2350,Prostate,13,train
2,409,Breast,3,train
1,2590,Uterus,18,train
3,2077,HeadNeck,7,train
1,1825,Colon,5,train
1,820,Colon,5,train
3,2699,Colon,5,train
3,2160,Kidney,8,test
1,2631,Colon,5,train
3,1640,Breast,3,train
3,2165,Liver,9,val
2,1275,Bile-duct,1,val
2,1562,Cervix,4,train
3,2718,Colon,5,train
3,2094,HeadNeck,7,train
1,1742,Breast,3,train
1,2025,Colon,5,train
1,487,Breast,3,train
1,1427,Testis,16,train
3,2412,Stomach,15,test
2,883,Esophagus,6,val
2,133,Breast,3,train
3,435,Breast,3,train
1,55,Breast,3,train
3,890,Stomach,15,train
1,2306,Ovarian,11,train
1,591,Breast,3,train
3,293,Breast,3,train
3,2541,Uterus,18,train
1,596,Breast,3,train
2,144,Breast,3,train
2,1780,Colon,5,train
1,399,Breast,3,train
3,145,Breast,3,train
2,2486,Colon,5,val
1,349,Breast,3,train
2,428,Breast,3,train
2,1108,Adrenal_gland,0,train
3,1529,Bile-duct,1,train
2,1418,Bile-duct,1,train
2,1698,Colon,5,train
1,1506,Colon,5,train
1,1899,Colon,5,train
3,817,Lung,10,test
3,1339,Bile-duct,1,train
2,1228,Testis,16,train
2,1553,Breast,3,train
3,1759,Colon,5,train
2,1079,Esophagus,6,train
2,1786,Colon,5,train
3,1614,Breast,3,train
1,479,Breast,3,train
1,2228,Liver,9,train
3,315,Breast,3,train
2,852,Colon,5,train
1,919,Prostate,13,train
3,594,Breast,3,train
2,1215,Testis,16,test
2,2185,Pancreatic,12,val
3,159,Breast,3,train
3,1866,Colon,5,train
1,1615,Bile-duct,1,train
3,1102,Adrenal_gland,0,train
3,2246,Liver,9,train
2,1030,Cervix,4,train
2,1214,Testis,16,val
1,1133,Esophagus,6,val
2,1045,Adrenal_gland,0,train
2,1236,Testis,16,test
1,1908,Colon,5,train
3,2611,Uterus,18,val
3,1293,Testis,16,test
2,68,Breast,3,train
3,1452,Adrenal_gland,0,val
2,571,Breast,3,train
2,236,Breast,3,train
3,2346,Prostate,13,train
1,1352,Cervix,4,train
1,2215,Liver,9,train
3,744,Colon,5,train
1,247,Breast,3,train
1,829,Colon,5,train
3,367,Breast,3,train
1,1312,Adrenal_gland,0,train
1,2570,Thyroid,17,train
3,1358,Colon,5,train
1,821,Colon,5,train
1,1986,Colon,5,train
1,527,Breast,3,train
3,130,Breast,3,train
3,449,Breast,3,train
2,2447,Colon,5,val
3,1280,Bile-duct,1,train
3,2279,Ovarian,11,test
2,906,Lung,10,test
2,1361,Adrenal_gland,0,train
3,230,Breast,3,train
1,1494,Colon,5,train
1,1894,Colon,5,train
3,2667,Colon,5,train
2,1714,Colon,5,train
3,1756,Colon,5,test
3,1002,Uterus,18,train
3,2516,Thyroid,17,val
3,363,Breast,3,train
1,1216,Adrenal_gland,0,train
3,1689,Cervix,4,train
1,1588,Bile-duct,1,train
2,2402,Thyroid,17,train
3,2142,Kidney,8,val
3,2587,Uterus,18,train
2,2239,Prostate,13,train
1,1629,Bile-duct,1,train
2,1468,Bladder,2,train
3,1911,Colon,5,train
1,508,Breast,3,train
3,2568,Uterus,18,test
3,2341,Prostate,13,test
1,2577,Thyroid,17,train
1,2107,HeadNeck,7,test
3,1978,Esophagus,6,test
2,1987,HeadNeck,7,val
2,1080,Esophagus,6,train
3,2290,Ovarian,11,val
3,1994,HeadNeck,7,train
3,1241,Cervix,4,val
3,966,Uterus,18,train
3,1400,Adrenal_gland,0,train
3,862,Bladder,2,val
3,2358,Prostate,13,train
2,530,Breast,3,train
2,784,Breast,3,train
3,1294,Testis,16,train
2,1846,HeadNeck,7,train
2,150,Breast,3,train
1,1146,Esophagus,6,val
1,1065,Thyroid,17,train
3,1352,Colon,5,train
3,729,Colon,5,train
3,1622,Breast,3,train
2,2017,Kidney,8,test
3,1353,Colon,5,train
1,2437,Skin,14,train
1,114,Breast,3,train
2,2471,Colon,5,train
1,468,Breast,3,train
2,2253,Skin,14,train
1,1212,Adrenal_gland,0,train
3,1082,Cervix,4,train
2,28,Breast,3,train
3,180,Breast,3,train
1,1395,Bile-duct,1,train
2,175,Breast,3,train
2,196,Breast,3,train
3,2001,HeadNeck,7,test
1,2072,Esophagus,6,train
1,2145,HeadNeck,7,train
1,333,Breast,3,train
1,331,Breast,3,train
3,858,Breast,3,train
2,1825,Esophagus,6,train
3,1215,Adrenal_gland,0,train
1,1833,Colon,5,train
1,2028,Colon,5,train
3,1431,Adrenal_gland,0,train
3,2109,HeadNeck,7,train
2,2176,Pancreatic,12,train
3,2331,Pancreatic,12,train
2,1066,Adrenal_gland,0,train
1,438,Breast,3,train
2,1879,HeadNeck,7,train
1,1668,Bladder,2,val
2,520,Breast,3,train
1,489,Breast,3,train
1,2184,Kidney,8,test
1,2442,Skin,14,val
3,2497,Thyroid,17,train
3,331,Breast,3,train
1,1204,Adrenal_gland,0,train
2,307,Breast,3,train
3,1560,Bladder,2,train
3,1190,Adrenal_gland,0,train
2,2445,Colon,5,train
2,1092,Esophagus,6,train
2,587,Breast,3,train
2,24,Breast,3,train
3,1162,Esophagus,6,train
2,1103,Esophagus,6,val
3,580,Breast,3,train
3,840,Breast,3,train
2,705,Colon,5,train
3,392,Breast,3,train
1,1286,Pancreatic,12,val
1,572,Breast,3,train
1,2090,Esophagus,6,train
2,2218,Prostate,13,test
1,1592,Bile-duct,1,train
1,687,Breast,3,train
3,1658,Breast,3,train
3,243,Breast,3,train
3,1627,Breast,3,train
3,1530,Bile-duct,1,train
2,1279,Bile-duct,1,test
3,1378,Colon,5,train
1,996,Esophagus,6,train
2,1227,Testis,16,test
1,2153,HeadNeck,7,train
2,1897,HeadNeck,7,train
2,1685,Colon,5,train
1,804,Colon,5,train
1,1143,Esophagus,6,val
1,1477,Bile-duct,1,val
1,433,Breast,3,train
3,2663,Colon,5,train
1,2506,Stomach,15,val
2,1751,Colon,5,train
2,1971,HeadNeck,7,train
2,330,Breast,3,train
3,2054,HeadNeck,7,train
1,2316,Pancreatic,12,val
2,357,Breast,3,train
2,2003,HeadNeck,7,train
1,2123,HeadNeck,7,train
2,1576,Colon,5,train
1,2541,Thyroid,17,val
2,1522,Breast,3,train
2,1373,Adrenal_gland,0,train
3,311,Breast,3,train
2,1174,Cervix,4,train
1,1432,Testis,16,train
3,1262,Bile-duct,1,train
3,2632,Uterus,18,train
2,1276,Bile-duct,1,train
2,1556,Breast,3,train
1,1144,Esophagus,6,train
3,819,Lung,10,train
3,565,Breast,3,train
3,1771,Colon,5,train
2,792,Breast,3,train
1,1085,Skin,14,train
2,466,Breast,3,train
1,1614,Bile-duct,1,train
3,1663,Breast,3,train
2,955,Skin,14,test
2,1265,Bile-duct,1,train
3,1855,Colon,5,train
3,268,Breast,3,test
2,2472,Colon,5,train
2,353,Breast,3,train
2,1936,HeadNeck,7,train
3,640,Breast,3,train
1,1583,Bile-duct,1,train
1,1280,Pancreatic,12,train
3,673,Breast,3,train
2,725,Colon,5,train
3,2080,HeadNeck,7,train
3,1691,Cervix,4,train
2,2195,Pancreatic,12,train
1,548,Breast,3,train
2,1463,Bladder,2,train
2,500,Breast,3,train
3,606,Breast,3,train
1,1165,Cervix,4,train
2,1811,Esophagus,6,train
3,2372,Prostate,13,train
3,2393,Skin,14,train
3,351,Breast,3,train
1,157,Breast,3,train
3,1129,Adrenal_gland,0,train
3,2435,Stomach,15,val
2,332,Breast,3,train
2,1627,Colon,5,train
2,1784,Colon,5,train
1,1184,Adrenal_gland,0,train
1,637,Breast,3,train
1,59,Breast,3,test
2,2159,Pancreatic,12,train
2,688,Colon,5,train
1,1575,Bile-duct,1,train
2,1775,Colon,5,train
2,751,Colon,5,train
1,1810,Cervix,4,train
2,1314,Colon,5,train
3,2708,Colon,5,train
2,1165,Adrenal_gland,0,train
2,479,Breast,3,train
3,438,Breast,3,train
2,1005,Esophagus,6,val
2,824,Bladder,2,val
1,2484,Stomach,15,train
2,1375,Adrenal_gland,0,train
1,1476,Bile-duct,1,train
2,2359,Testis,16,train
3,1970,Esophagus,6,train
1,1104,Thyroid,17,train
3,2156,Kidney,8,val
3,229,Breast,3,train
2,1836,Esophagus,6,test
3,1436,Adrenal_gland,0,train
2,6,Breast,3,train
2,2259,Skin,14,train
1,1487,Colon,5,train
2,279,Breast,3,train
2,1308,Colon,5,test
2,570,Breast,3,train
2,1625,Colon,5,train
1,783,Colon,5,val
3,1806,Colon,5,val
1,2165,HeadNeck,7,val
3,2056,HeadNeck,7,train
3,1829,Colon,5,train
2,300,Breast,3,train
1,2403,Prostate,13,test
1,1574,Adrenal_gland,0,train
2,1776,Colon,5,train
1,2213,Liver,9,test
3,644,Breast,3,train
1,311,Breast,3,train
1,2300,Ovarian,11,train
2,1889,HeadNeck,7,train
1,283,Breast,3,train
2,391,Breast,3,train
2,1498,Bladder,2,val
2,486,Breast,3,train
2,2044,Liver,9,test
1,1938,Colon,5,train
1,1147,Cervix,4,test
3,1757,Colon,5,train
2,1369,Adrenal_gland,0,test
2,2273,Skin,14,val
2,795,Colon,5,train
1,196,Breast,3,train
3,1957,Esophagus,6,train
1,477,Breast,3,train
1,1940,Colon,5,train
2,960,Skin,14,train
2,2422,Thyroid,17,train
2,2094,Liver,9,train
3,1869,Colon,5,train
1,685,Breast,3,train
2,177,Breast,3,train
1,1055,Lung,10,train
1,2150,HeadNeck,7,train
2,1134,Pancreatic,12,train
3,2689,Colon,5,train
2,266,Breast,3,train
2,779,Lung,10,train
3,1860,Colon,5,train
1,297,Breast,3,train
3,1693,Cervix,4,val
3,173,Breast,3,train
2,2255,Skin,14,train
3,836,Breast,3,train
3,1366,Colon,5,train
1,827,Colon,5,train
1,2576,Thyroid,17,train
1,81,Breast,3,train
3,162,Breast,3,train
2,238,Breast,3,train
1,1088,Skin,14,test
3,1118,Adrenal_gland,0,train
1,1693,Breast,3,train
2,1728,Colon,5,train
3,2335,Prostate,13,train
2,1124,Pancreatic,12,train
1,2291,Ovarian,11,val
1,707,Breast,3,train
2,1753,Colon,5,train
3,1056,Esophagus,6,train
1,390,Breast,3,train
3,1948,Esophagus,6,train
2,412,Breast,3,train
2,2027,Kidney,8,train
1,2488,Stomach,15,train
2,2197,Pancreatic,12,train
1,2210,Liver,9,train
2,1658,Colon,5,train
3,1503,Bile-duct,1,train
1,510,Breast,3,train
1,372,Breast,3,train
1,1000,Esophagus,6,train
3,1066,Esophagus,6,train
1,2346,Pancreatic,12,test
3,1521,Bile-duct,1,train
2,2202,Pancreatic,12,test
1,226,Breast,3,train
1,714,Breast,3,train
3,1834,Colon,5,train
2,1808,Colon,5,train
2,638,Breast,3,train
3,1208,Pancreatic,12,test
3,973,Uterus,18,train
2,1433,Bile-duct,1,train
3,651,Breast,3,train
2,1006,Esophagus,6,train
3,919,Esophagus,6,train
1,2336,Pancreatic,12,test
2,2238,Prostate,13,test
2,1635,Colon,5,train
2,339,Breast,3,train
2,1577,Colon,5,train
2,917,Lung,10,train
2,252,Breast,3,train
2,1633,Colon,5,train
2,1488,Bladder,2,train
2,2077,Liver,9,test
2,2108,Lung,10,train
3,261,Breast,3,train
1,2183,Kidney,8,train
3,36,Breast,3,train
3,611,Breast,3,train
1,1105,Thyroid,17,train
2,2511,Colon,5,train
2,2194,Pancreatic,12,train
1,635,Breast,3,train
1,739,Colon,5,train
3,2264,Lung,10,test
1,1279,Pancreatic,12,train
1,1235,Esophagus,6,train
3,883,Prostate,13,val
3,911,Esophagus,6,test
1,1448,Bile-duct,1,train
2,2074,Liver,9,train
1,1874,Colon,5,train
2,45,Breast,3,val
1,893,Lung,10,val
2,813,Prostate,13,val
1,191,Breast,3,train
1,1335,Cervix,4,test
1,774,Colon,5,train
2,972,Thyroid,17,train
2,922,Lung,10,train
3,2462,Testis,16,val
2,2391,Thyroid,17,train
1,292,Breast,3,train
1,1248,Esophagus,6,train
2,1500,Bladder,2,val
1,2268,Ovarian,11,train
2,69,Breast,3,train
3,2666,Colon,5,train
1,853,Colon,5,train
1,73,Breast,3,train
3,1794,Colon,5,train
2,1132,Pancreatic,12,val
1,2606,Colon,5,train
1,793,Colon,5,train
2,274,Breast,3,train
3,170,Breast,3,train
2,1031,Adrenal_gland,0,train
3,104,Breast,3,train
3,2329,Pancreatic,12,train
3,2229,Liver,9,train
1,146,Breast,3,train
1,1177,Adrenal_gland,0,train
1,1623,Bile-duct,1,train
2,98,Breast,3,train
2,615,Breast,3,train
3,1963,Esophagus,6,test
1,1359,Cervix,4,train
2,2292,Skin,14,train
1,673,Breast,3,test
3,2032,HeadNeck,7,train
3,1343,Bile-duct,1,train
2,527,Breast,3,train
3,700,Breast,3,train
1,1768,Cervix,4,train
1,951,Prostate,13,train
3,2605,Uterus,18,test
2,1405,Bile-duct,1,train
1,306,Breast,3,train
1,2408,Prostate,13,train
2,1443,Bile-duct,1,train
2,1946,HeadNeck,7,test
3,1703,Colon,5,train
3,1524,Bile-duct,1,train
3,1015,Thyroid,17,train
1,1541,Adrenal_gland,0,train
2,727,Colon,5,train
3,2588,Uterus,18,val
1,733,Breast,3,train
2,1199,Bile-duct,1,val
1,728,Breast,3,train
2,2212,Pancreatic,12,val
1,659,Breast,3,train
3,758,Colon,5,train
1,940,Prostate,13,train
1,1431,Testis,16,test
1,1824,Colon,5,train
3,1137,Adrenal_gland,0,train
3,626,Breast,3,train
3,1761,Colon,5,val
1,1040,Lung,10,train
3,2499,Thyroid,17,train
3,2021,HeadNeck,7,train
2,118,Breast,3,train
1,255,Breast,3,train
2,552,Breast,3,train
1,237,Breast,3,train
1,1662,Bladder,2,train
3,143,Breast,3,train
1,904,Breast,3,train
3,78,Breast,3,train
2,1395,Adrenal_gland,0,train
2,2190,Pancreatic,12,train
1,2257,Lung,10,train
1,1550,Adrenal_gland,0,train
1,1145,Esophagus,6,train
3,2162,Kidney,8,train
1,921,Prostate,13,train
3,1678,Cervix,4,train
3,366,Breast,3,train
2,1874,HeadNeck,7,train
3,158,Breast,3,train
3,807,Colon,5,train
3,476,Breast,3,train
3,454,Breast,3,train
1,1625,Bile-duct,1,train
3,43,Breast,3,train
3,251,Breast,3,train
1,1511,Colon,5,train
2,2318,Stomach,15,val
3,1918,Colon,5,train
2,2201,Pancreatic,12,train
1,28,Breast,3,train
1,973,Ovarian,11,test
1,82,Breast,3,train
3,2584,Uterus,18,val
2,4,Breast,3,train
1,164,Breast,3,train
2,2121,Ovarian,11,train
3,64,Breast,3,train
2,1323,Colon,5,train
2,303,Breast,3,train
1,961,Kidney,8,train
1,1423,Testis,16,train
1,276,Breast,3,train
1,1403,Bile-duct,1,train
2,2491,Colon,5,test
2,410,Breast,3,train
1,166,Breast,3,train
3,1699,Cervix,4,test
3,395,Breast,3,train
2,1156,Adrenal_gland,0,train
3,669,Breast,3,train
3,2563,Uterus,18,train
1,2094,Esophagus,6,train
2,951,Thyroid,17,test
2,3,Breast,3,train
3,1588,Bladder,2,train
1,794,Colon,5,train
2,455,Breast,3,train
3,2345,Prostate,13,train
1,1817,Cervix,4,train
3,1048,Esophagus,6,train
3,2000,HeadNeck,7,train
1,2535,Testis,16,test
1,822,Colon,5,train
3,131,Breast,3,train
3,1544,Bile-duct,1,train
1,1805,Cervix,4,test
1,2255,Lung,10,test
1,1176,Adrenal_gland,0,train
2,1178,Cervix,4,train
3,2324,Pancreatic,12,train
2,1747,Colon,5,train
2,1420,Bile-duct,1,train
1,419,Breast,3,train
2,930,Uterus,18,test
2,381,Breast,3,train
1,1605,Bile-duct,1,train
1,222,Breast,3,train
2,1202,Bile-duct,1,train
2,1614,Colon,5,train
3,1936,Colon,5,train
2,1394,Adrenal_gland,0,train
1,877,Lung,10,train
1,1773,Cervix,4,train
3,887,Kidney,8,val
2,439,Breast,3,train
1,2400,Prostate,13,train
3,298,Breast,3,train
2,621,Breast,3,val
3,183,Breast,3,train
2,1681,Colon,5,train
2,542,Breast,3,train
3,314,Breast,3,train
1,280,Breast,3,train
3,2551,Uterus,18,val
1,1370,Bile-duct,1,train
1,305,Breast,3,train
1,1596,Bile-duct,1,train
2,1469,Bladder,2,test
3,1673,Cervix,4,train
3,544,Breast,3,train
1,867,Lung,10,train
3,1132,Adrenal_gland,0,train
1,7,Breast,3,train
3,190,Breast,3,train
2,1039,Adrenal_gland,0,train
1,2071,Esophagus,6,train
1,2459,Skin,14,test
2,1692,Colon,5,train
1,2418,Skin,14,val
3,2104,HeadNeck,7,train
1,741,Colon,5,train
2,85,Breast,3,train
2,1901,HeadNeck,7,train
3,2376,Skin,14,val
1,754,Colon,5,train
2,1607,Colon,5,train
3,529,Breast,3,test
3,1468,Bile-duct,1,train
1,2502,Stomach,15,val
3,2373,Prostate,13,train
2,384,Breast,3,train
1,2364,Prostate,13,test
1,1545,Adrenal_gland,0,train
1,1305,Adrenal_gland,0,test
2,1272,Bile-duct,1,train
3,711,Colon,5,val
2,1870,HeadNeck,7,train
1,2044,Colon,5,train
3,2306,Ovarian,11,test
1,606,Breast,3,train
3,2413,Stomach,15,train
1,1420,Testis,16,val
1,2119,HeadNeck,7,train
1,2652,Colon,5,train
1,900,Breast,3,train
3,57,Breast,3,train
3,2556,Uterus,18,train
1,2309,Ovarian,11,train
1,66,Breast,3,train
3,2330,Pancreatic,12,train
3,2087,HeadNeck,7,test
2,1602,Colon,5,train
1,1378,Bile-duct,1,train
3,1209,Pancreatic,12,test
1,1962,Colon,5,train
2,1347,Adrenal_gland,0,train
1,2519,Testis,16,train
1,938,Prostate,13,test
2,1387,Adrenal_gland,0,train
3,32,Breast,3,val
2,1532,Breast,3,train
2,2051,Liver,9,test
3,2662,Colon,5,train
2,2114,Lung,10,train
1,2511,Stomach,15,val
3,1323,Bile-duct,1,train
2,372,Breast,3,train
3,434,Breast,3,train
3,1730,Colon,5,train
1,1375,Bile-duct,1,test
3,1817,Colon,5,train
3,356,Breast,3,train
3,1619,Breast,3,train
1,2292,Ovarian,11,val
1,2482,Stomach,15,test
2,9,Breast,3,train
2,847,Stomach,15,train
1,2245,Liver,9,train
3,874,Prostate,13,val
1,1973,Colon,5,train
2,1925,HeadNeck,7,train
1,1001,Esophagus,6,train
1,667,Breast,3,train
2,207,Breast,3,train
2,109,Breast,3,train
1,1984,Colon,5,train
1,764,Colon,5,train
1,1711,Breast,3,train
3,447,Breast,3,train
2,167,Breast,3,train
1,1369,Cervix,4,train
3,2477,Testis,16,test
2,1244,Testis,16,train
2,329,Breast,3,val
1,1923,Colon,5,train
3,2560,Uterus,18,train
1,566,Breast,3,train
2,932,Uterus,18,train
3,1698,Cervix,4,test
3,444,Breast,3,train
2,1185,Cervix,4,test
1,1437,Testis,16,train
2,1719,Colon,5,train
3,456,Breast,3,train
3,2064,HeadNeck,7,train
2,1348,Adrenal_gland,0,train
1,340,Breast,3,train
1,1674,Bladder,2,train
3,431,Breast,3,train
2,1915,HeadNeck,7,val
2,2363,Testis,16,train
2,1842,Esophagus,6,test
2,1790,Colon,5,train
3,746,Colon,5,train
2,746,Colon,5,train
3,1010,Thyroid,17,train
2,1429,Bile-duct,1,train
3,1484,Bile-duct,1,train
3,1702,Colon,5,train
1,1756,Cervix,4,test
2,1462,Bladder,2,test
1,1528,Adrenal_gland,0,train
1,934,Prostate,13,train
2,354,Breast,3,train
3,1893,Colon,5,train
3,633,Breast,3,train
3,2131,HeadNeck,7,train
1,600,Breast,3,train
1,765,Colon,5,train
1,330,Breast,3,train
3,1844,Colon,5,train
3,1986,Esophagus,6,val
3,487,Breast,3,train
2,1603,Colon,5,train
1,2126,HeadNeck,7,test
2,1917,HeadNeck,7,val
2,460,Breast,3,train
3,2526,Uterus,18,val
3,923,Esophagus,6,train
1,1472,Bile-duct,1,train
1,2512,Testis,16,train
3,1878,Colon,5,train
2,233,Breast,3,train
2,2454,Colon,5,train
3,1671,Cervix,4,train
1,2022,Colon,5,train
2,1689,Colon,5,train
2,2317,Stomach,15,train
1,1517,Colon,5,train
3,2410,Skin,14,train
1,434,Breast,3,train
3,1204,Pancreatic,12,val
2,2387,Thyroid,17,val
3,645,Breast,3,train
2,1219,Testis,16,train
3,1523,Bile-duct,1,train
1,286,Breast,3,train
3,600,Breast,3,train
2,2271,Skin,14,test
1,1417,Testis,16,train
1,717,Breast,3,train
2,1761,Colon,5,train
3,226,Breast,3,train
1,2598,Colon,5,train
2,1380,Adrenal_gland,0,train
3,99,Breast,3,train
1,1341,Cervix,4,train
1,98,Breast,3,train
2,1060,Adrenal_gland,0,train
2,385,Breast,3,train
1,695,Breast,3,train
2,267,Breast,3,train
1,2618,Colon,5,train
2,497,Breast,3,train
3,1142,Adrenal_gland,0,train
3,1929,Colon,5,train
1,2547,Thyroid,17,train
3,1440,Adrenal_gland,0,train
1,2342,Pancreatic,12,train
1,1226,Esophagus,6,train
2,1067,Adrenal_gland,0,train
1,71,Breast,3,train
3,2707,Colon,5,train
3,1921,Colon,5,train
3,390,Breast,3,train
3,934,Lung,10,train
2,1205,Bile-duct,1,train
3,1668,Cervix,4,train
1,644,Breast,3,train
2,690,Colon,5,train
2,2338,Stomach,15,train
2,741,Colon,5,train
2,2256,Skin,14,test
1,1665,Bladder,2,test
3,2557,Uterus,18,val
3,132,Breast,3,train
1,682,Breast,3,train
3,1394,Colon,5,train
1,2243,Liver,9,val
3,410,Breast,3,train
1,2621,Colon,5,train
2,2522,Colon,5,train
3,2617,Uterus,18,test
3,2685,Colon,5,train
1,1654,Bile-duct,1,train
3,1996,HeadNeck,7,train
3,1574,Bladder,2,test
1,2507,Stomach,15,test
3,915,Esophagus,6,train
2,1914,HeadNeck,7,train
3,1775,Colon,5,train
3,1954,Esophagus,6,train
1,1242,Esophagus,6,train
1,1745,Breast,3,train
1,2136,HeadNeck,7,train
2,1201,Bile-duct,1,train
2,2180,Pancreatic,12,test
2,1210,Bile-duct,1,train
2,720,Colon,5,train
1,322,Breast,3,train
1,899,Breast,3,train
1,1268,Adrenal_gland,0,train
2,2376,Testis,16,train
2,1560,Cervix,4,train
1,42,Breast,3,train
1,1227,Esophagus,6,test
1,1372,Bile-duct,1,train
3,2166,Liver,9,train
2,2023,Kidney,8,train
3,2635,Colon,5,train
3,484,Breast,3,train
2,1104,Esophagus,6,train
3,2664,Colon,5,train
1,278,Breast,3,train
1,617,Breast,3,train
3,832,Breast,3,train
2,1260,Testis,16,train
1,931,Breast,3,train
2,1769,Colon,5,train
2,2066,Liver,9,val
1,1489,Colon,5,train
3,1973,Esophagus,6,train
1,2567,Thyroid,17,val
1,633,Breast,3,train
2,185,Breast,3,train
2,1166,Adrenal_gland,0,train
2,209,Breast,3,train
2,2071,Liver,9,train
3,1669,Cervix,4,train
2,2354,Stomach,15,test
3,450,Breast,3,train
3,1909,Colon,5,test
2,33,Breast,3,train
2,454,Breast,3,train
1,590,Breast,3,train
3,1349,Bile-duct,1,train
3,2489,Thyroid,17,val
2,126,Breast,3,train
2,876,Esophagus,6,train
1,8,Breast,3,train
2,1537,Breast,3,train
2,1757,Colon,5,train
1,170,Breast,3,train
3,853,Bladder,2,test
2,1928,HeadNeck,7,train
1,348,Breast,3,train
1,213,Breast,3,train
2,980,Thyroid,17,train
1,1850,Colon,5,train
2,219,Breast,3,train
1,2143,HeadNeck,7,train
3,667,Breast,3,train
1,1397,Bile-duct,1,train
1,1080,Thyroid,17,train
1,2057,Colon,5,train
1,1192,Adrenal_gland,0,test
3,1548,Bile-duct,1,test
2,533,Breast,3,train
1,378,Breast,3,train
2,1885,HeadNeck,7,val
3,361,Breast,3,train
3,441,Breast,3,train
2,992,Esophagus,6,train
2,1135,Pancreatic,12,test
2,422,Breast,3,train
3,2630,Uterus,18,train
3,1065,Esophagus,6,train
1,2135,HeadNeck,7,train
2,1318,Colon,5,train
2,554,Breast,3,train
3,603,Breast,3,train
3,2534,Uterus,18,val
2,511,Breast,3,train
1,593,Breast,3,train
1,892,Lung,10,train
1,1029,Lung,10,test
2,1822,Esophagus,6,train
3,1226,Cervix,4,train
3,474,Breast,3,train
3,1697,Cervix,4,test
1,1972,Colon,5,train
2,633,Breast,3,train
1,1618,Bile-duct,1,val
3,2498,Thyroid,17,test
1,963,Colon,5,train
3,1307,Testis,16,train
3,2445,Stomach,15,test
2,1924,HeadNeck,7,train
3,1553,Bladder,2,train
1,2233,Liver,9,val
1,2162,HeadNeck,7,train
2,567,Breast,3,train
1,1202,Adrenal_gland,0,train
2,2429,Uterus,18,train
3,407,Breast,3,train
2,1594,Colon,5,train
2,2465,Colon,5,train
3,2288,Ovarian,11,train
1,274,Breast,3,train
1,524,Breast,3,train
2,1989,HeadNeck,7,train
2,189,Breast,3,train
1,952,Prostate,13,train
2,220,Breast,3,train
1,1263,Esophagus,6,val
2,1626,Colon,5,val
1,177,Breast,3,train
2,49,Breast,3,train
2,921,Lung,10,val
1,1413,Testis,16,val
1,913,Kidney,8,test
2,677,Colon,5,train
2,2516,Colon,5,train
3,125,Breast,3,train
2,281,Breast,3,train
2,2316,Stomach,15,train
2,1268,Bile-duct,1,train
3,1071,Esophagus,6,train
3,1750,Colon,5,train
3,1181,Esophagus,6,train
1,2287,Ovarian,11,test
1,683,Breast,3,train
2,2382,Thyroid,17,train
1,992,Esophagus,6,train
3,71,Breast,3,train
3,2305,Ovarian,11,train
1,2100,HeadNeck,7,train
3,1903,Colon,5,train
3,557,Breast,3,train
1,587,Breast,3,train
3,1171,Esophagus,6,train
2,2279,Skin,14,test
1,217,Breast,3,train
3,2396,Skin,14,val
1,2333,Pancreatic,12,val
2,2386,Thyroid,17,train
3,800,Colon,5,train
3,2067,HeadNeck,7,train
1,2402,Prostate,13,test
3,1030,Thyroid,17,train
3,1522,Bile-duct,1,val
3,2508,Thyroid,17,train
2,818,Bladder,2,val
3,2623,Uterus,18,train
3,2296,Ovarian,11,train
3,2234,Liver,9,train
1,94,Breast,3,train
2,421,Breast,3,train
1,382,Breast,3,train
1,672,Breast,3,train
3,2553,Uterus,18,train
1,1449,Bile-duct,1,val
1,172,Breast,3,train
2,1474,Bladder,2,train
3,433,Breast,3,train
2,771,Lung,10,train
2,517,Breast,3,train
1,291,Breast,3,train
1,395,Breast,3,train
2,1485,Bladder,2,train
3,1975,Esophagus,6,train
2,1543,Breast,3,train
2,2379,Testis,16,train
1,715,Breast,3,train
3,2320,Pancreatic,12,train
3,1924,Colon,5,train
1,848,Colon,5,train
1,2295,Ovarian,11,val
2,541,Breast,3,train
3,1023,Cervix,4,test
1,271,Breast,3,train
1,2413,Skin,14,test
1,814,Colon,5,train
1,506,Breast,3,train
1,910,Colon,5,train
2,744,Colon,5,train
2,1733,Colon,5,train
1,398,Breast,3,train
3,129,Breast,3,train
3,2673,Colon,5,train
3,334,Breast,3,train
3,1634,Breast,3,train
3,2035,HeadNeck,7,train
3,400,Breast,3,train
1,2423,Skin,14,train
2,1908,HeadNeck,7,train
1,1456,Bile-duct,1,train
3,25,Breast,3,train
3,2079,HeadNeck,7,train
3,1789,Colon,5,train
3,2527,Uterus,18,test
2,477,Breast,3,train
3,865,Prostate,13,test
3,299,Breast,3,train
1,569,Breast,3,train
2,2509,Colon,5,train
3,75,Breast,3,train
3,1795,Colon,5,train
2,2483,Colon,5,train
3,2571,Uterus,18,val
1,650,Breast,3,train
2,559,Breast,3,train
1,12,Breast,3,train
3,2561,Uterus,18,val
3,2034,HeadNeck,7,train
2,34,Breast,3,train
2,534,Breast,3,train
3,2450,Stomach,15,test
3,1813,Colon,5,train
